AI_FEARS_US_TITLE1;$TAG_0_0_UPPER$ FEARS OUR MIGHT!;;$TAG_0_0_upper$ FÜRCHTET UNSERE MACHT!;;¡$TAG_0_0_UPPER$ LE TEME A NUESTRA FUERZA!;;;;;;;;x;
battle_we_lose_censored_small;On $DATE_LONG_0$ we successfully evacuated troops from the battle of $STRING_0_3$, inflicting $VALUE_INT_0_2$ casualties, but leaving $TAG_0_2$ in control of the field.;;Am $DATE_LONG_0$ evakuierten wir erfolgreich Truppen aus dem Gefecht in $STRING_0_3$ mit $VALUE_INT_0_2$ gegnerischen Verlusten, mussten jedoch $TAG_0_2$ die Kontrolle des Feldes überlassen.;;En $DATE_LONG_0$ hemos evacuado exitosamente a nuestras tropas de la batalla de $STRING_0_3$, infligiendo $VALUE_INT_0_2$ bajas, pero dejando a $TAG_0_2$ con el control del campo de batalla.;;;;;;;;x;
war_we_lose_censored_large_title;OUR BOYS RETURN HOME.\nPEACE WITH $TAG_2_0_UPPER$ SIGNED!;;UNSERE JUNGS KEHREN HEIM.\nFRIEDEN MIT $TAG_2_0_UPPER$ UNTERZEICHNET!;;NUESTROS MUCHACHOS REGRESAN A CASA.\n¡LA PAZ CON $TAG_2_0_UPPER$ FUE FIRMADA!;;;;;;;;x;
war_we_lose_censored_large_desc;On $DATE_LONG_1$ our government decided to yield in the war against $TAG_2_0$. The war, known as $STRING_0_0$, raged from $DATE_SHORT_0$ over $STRING_9_0$, and the result was $STRINGS_LIST_4$. 'We gave no quarter, and we can be proud of our boys, we showed we are not a pushover' government officials commented, 'But in the end, it wasn't worth spilling more of our youth's blood'. All citizens are to rejoice that our brave sons are returning home, although no official celebrations are scheduled at this time.;;Am $DATE_LONG_1$ entschloss sich unsere Regierung, im Krieg gegen $TAG_2_0$ nachzugeben. Der auch als $STRING_0_0$ bekannte Krieg tobte seit $DATE_SHORT_0$ über $STRING_9_0$ und das Ergebnis war $STRINGS_LIST_4$. 'Wir gaben kein Pardon und können stolz auf unsere Jungs sein, wir haben bewiesen, kein leichter Gegner zu sein', kommentierten Regierungsvertreter, 'Doch am Ende war es kein weiteres Blutvergießen unserer Jugend wert'. Alle Bürger sollten die Heimkehr unserer Söhne bejubeln, offizielle Feierlichkeiten wurden allerdings noch nicht datiert.;;"En $DATE_LONG_1$ nuestro gobierno decidió rendirse en la guerra contra $TAG_2_0$. La guerra, conocida como $STRING_0_0$, se libró desde $DATE_SHORT_0$ hasta $STRING_9_0$, y el resultado fue $STRINGS_LIST_4$. ""Dimos una guerra sin cuartel, y podemos estar orgullosos de nuestros muchachos, demostramos que no somos presa fácil"" declararon oficiales gubernamentales, ""pero al final, no valía la pena derramar más sangre joven"". Todos los ciudadanos se regocijan con el regreso de sus valerosos hijos al hogar, aunque no hay ninguna celebración oficial programada para este momento.";;;;;;;;x;
war_we_lose_censored_medium_title;PEACE WITH $TAG_2_0_UPPER$!;;FRIEDEN MIT $TAG_2_0_UPPER$!;;¡PAZ CON $TAG_2_0_UPPER$!;;;;;;;;x;
war_we_lose_censored_medium_desc;On $DATE_LONG_1$ our government decided to yield in the war against $TAG_2_0$. The war, known as $STRING_0_0$, raged from $DATE_SHORT_0$ over $STRING_9_0$, and the result was $STRINGS_LIST_4$.;;Am $DATE_LONG_1$ entschloss sich unsere Regierung, im Krieg gegen $TAG_2_0$ nachzugeben. Der auch als $STRING_0_0$ bekannte Krieg tobte seit $DATE_SHORT_0$ über $STRING_9_0$ und das Ergebnis war $STRINGS_LIST_4$.;;En $DATE_LONG_1$ nuestro gobierno ha decidido rendirse en la guerra contra $TAG_2_0$. La guerra, conocida como $STRING_0_0$, se libró desde $DATE_SHORT_0$ hasta $STRING_9_0$, y el resultado fue $STRINGS_LIST_4$.;;;;;;;;x;
war_we_lose_censored_small_title;Peace with $TAG_2_0$;;Frieden mit $TAG_2_0$;;Paz con $TAG_2_0$;;;;;;;;x;
war_we_lose_censored_small_desc;$STRING_0_0$ has ended with our surrender to the unexpected victor, $TAG_2_0$.;;$STRING_0_0$ endete mit unserer Kapitulation und dem unerwarteten Sieger $TAG_2_0$.;;$STRING_0_0$ ha terminado con nuestra rendición al inesperado vencedor, $TAG_2_0$.;;;;;;;;x ;
CRISIS_START_TITLE2;Tensions Rise!;;Spannungen nehmen zu!;;¡Las tensiones aumentan!;;;;;;;;x;
CRISIS_START_DESC_LONG2;Following months of increasing pressure, tensions in $STRING_0_0$ have reached a point where we have an international crisis on our hands. The Great Powers are trying to find a peaceful solution to prevent further escalation, but there are also some who seek to increase their influence. Frantic diplomatic activity is taking place as the Great Powers clamour for influence. If a resolution is not found, and as those on the side-lines take sides in the dispute, an incident in $STRING_0_0$ has the potential to develop into a general war.;;Nach Monaten zunehmendem Drucks haben die Spannungen in $STRING_0_0$ einen Punkt erreicht, der zu einem handfesten internationalen Konflikt wird. Die Großmächte suchen nach einer friedlichen Lösung, um eine weitere Eskalation zu verhindern, doch es gibt auch einige, die ihren Einfluß ausdehnen wollen. Panische diplomatische Handlungen finden statt, während die Großmächte mehr Einfluss fordern. Wenn keine Lösung gefunden wird, während zunehmend Außenstehende im Disput Seiten einnehmen, kann ein Vorfall in $STRING_0_0$ durchaus einen Krieg auslösen.;;Después de meses de crecientes presiones, las tensiones en $STR_0_0$ han llegado a un punto tal que ahora tenemos una crisis internacional en nuestras manos. Las Grandes Potencias están tratando de encontrar una solución pacífica para evitar una mayor escalada, pero al mismo tiempo tratan de incrementar su propia influencia. Una frenética actividad diplomática tiene lugar mientras las Grandes Potencias claman por una mayor influencia. Si esto no se resuelve, y otros estados se alinean con uno u otro bando, el incidente en $STR_0_0$ podría provocar una guerra generalizada.;;;;;;;;x;
CRISIS_START_DESC_MEDIUM2;Great Powers are vying for influence in $STRING_0_0$, and tensions have risen dramatically in the region. A peaceful solution is being sought by the Great Powers in a bid to avoid any further escalation, but it remains to be seen whether conflict can be avoided.;;Großmächte wetteifern um Einfluss in $STRING_0_0$ und die Spannungen sind in der Region dramatisch angestiegen. Um jede weitere Eskalation zu vermeiden, suchen die Großmächte nach einer friedlichen Lösung, doch noch ist nicht sicher, ob ein Konflikt vermieden werden kann.;;Las Grandes Potencias compiten por la influencia en $STR_0_0$, y las tensiones se han incrementado dramáticamente en la región. Las Grandes Potencias están buscando una solución pacífica para evitar una mayor escalada, pero queda por verse hasta cuándo el conflicto se podrá aplacar.;;;;;;;;x;
CRISIS_START_DESC_SHORT2;Tensions in $STRING_0_0$ have developed into a major crisis, as the Great Powers attempt to gain influence in the region. Frantic diplomatic activity is underway to try and avert war. ;;Spannungen in $STRING_0_0$ ufern in Konflikt aus, während Großmächte in der Region mehr Einfluss anstreben. Panische diplomatische Aktivitäten versuchen, einen Krieg zu verhindern.;;Las tensiones en $STR_0_0$ han desembocado en una gran crisis, debido a que las Grandes Potencias intentan aumentar su influencia en la región. Una agitada actividad diplomática está en marcha para tratar de evitar una guerra. ;;;;;;;;x;
CRISIS_END_TITLE2;Tensions Recede;;Spannungen nehmen ab;;Las tensiones se aplacan;;;;;;;;x;
CRISIS_END_DESC_LONG2;There is widespread relief following the news that a peaceful solution has been arrived at in $STRING_0_0$, recently a diplomatic hot spot. <CrisisWinner++++++> has managed to increase their influence after securing the backing of the Great Powers. An International Conference successfully brought the crisis to an end following weeks of diplomatic manoeuvres. War has been averted for the time being, although there is not universal satisfaction with the outcome, and it remains to be seen whether another power will challenge <CrisisWinner++++++> in the future.;;Weltweite Erleichterung folgt auf die Nachricht, dass eine friedliche Lösung im diplomatischen Hexenkessel $STRING_0_0$ gefunden wurde. <CrisisWinner++++++> konnte mit dem Rückhalt der Großmächte seinen Einfluss erhöhen. Eine internationale Konferenz, nach Wochen voll diplomatischer Manöver, beendete den Konflikt erfolgreich. Für den Augenblick wurde ein Krieg verhindert, auch wenn nicht alle mit dem Ergebnis zufrieden sind. Es bleibt abzuwarten, ob eine andere Macht <CrisisWinner++++++> in der Zukunft herausfordern wird.;;Hay un alivio generalizado tras la noticia de que se ha llegado a una solución pacífica en $STR_0_0$, recientemente un punto de conflicto diplomático. <CrisisWinner++++++> se las ha arreglado para aumentar su influencia luego de haberse asegurado el respaldo de las Grandes Potencias. Una Conferencia Internacional ha puesto fin a la crisis luego de semanas de maniobras diplomáticas. La guerra fue descartada por el momento, aunque no hay una satisfacción global con el resultado, y queda por verse si otra potencia desafiará a <CrisisWinner++++++> en un futuro.;;;;;;;;x;
CRISIS_END_DESC_MEDIUM2;The international crisis in $STRING_0_0$ has reached a peaceful solution following a diplomatic conference of the Great Powers. <CrisisWinner++++++> has been able to increase their influence, without resorting to war. It remains to be seen whether this peace will last.;;Der internationale Konflikt in $STRING_0_0$ fand nach einer diplomatischen Konferenz der Großmächte eine friedliche Lösung. <CrisisWinner++++++> konnte seinen Einfluss erhöhen, ohne zu Kriegsmitteln greifen zu müssen. Es bleibt abzuwarten, ob der Frieden halten wird.;;La crisis internacional en $STR_0_0$ ha llegado a una solución pacífica en una conferencia diplomática celebrada por las Grandes Potencias. <CrisisWinner++++++> fue capaz de aumentar su influencia sin tener que librar una guerra. Queda por verse cuánto durará esta paz.;;;;;;;;x;
CRISIS_END_DESC_SHORT2;War has been averted as the crisis in $STRING_0_0$ has been resolved following a conference of the Great Powers. <CrisisWinner++++++> has successfully increased their influence ;;Ein Konflikt in $STRING_0_0$ wurde nach einer Konferenz der Großmächte gelöst und Krieg verhindert. <CrisisWinner++++++> konnte erfolgreich seinen Einfluss erhöhen.;;La guerra ha sido descartada ya que la crisis en $STR_0_0$ se ha resuelto en la conferencia de la Grandes Potencias. <CrisisWinner++++++> ha incrementado exitosamente su influencia.;;;;;;;;x;
OTHER_NEW_GP_DESC_LONG2;$TAG_0_1$ has been growing in status for a number of years, and has now risen to be considered one of the world Great Powers. The $TAG_0_1_ADJ$ reputation, enhanced by international acceptance of their status, has grown considerably, and we now expect $TAG_0_1$ push to extend their influence. $TAG_0_0$ has been unable to halt their recent decline, and are now widely considered to be a secondary power in world affairs. This loss of status will be keenly felt, and already their international influence has decreased markedly. ;;$TAG_0_1$ hat seinen Status seit einigen Jahren verbessert und zählt nun zu den Großmächten der Welt. Die $TAG_0_1_ADJ$e Reputation ist mit der internationalen Akzeptanz des neuen Status rapide gewachsen und es ist damit zu rechnen, dass $TAG_0_1$ seinen Einfluss weiter ausbauen will. $TAG_0_0$ konnte den Niedergang der letzten Zeit nicht aufhalten und wird nur noch als zweitrangige Macht in den Angelegenheiten des Weltgeschehens eingeordnet. Dieser Statusverlust hinterlässt seine Spuren und schon jetzt ist ihr internationaler Einfluss deutlich gesunken.;;$TAG_0_1$ ha ido aumentado su estatus por varios años, y ahora es considerado una de las Grandes Potencias del mundo. La reputación $TAG_0_1_ADJ$, reforzada por la aceptación internacional de su estatus, ha crecido considerablemente, y ahora esperamos que $TAG_0_1$ presione para expandir su influencia. $TAG_0_0$ ha sido incapaz de frenar su reciente declive, y ahora es ampliamente considerado una potencia secundaria en la agenda mundial. Esta pérdida de estatus se sentirá profundamente, y su influencia internacional a decrecido marcadamente.;;;;;;;;x;
OTHER_NEW_GP_DESC_MEDIUM2;$TAG_0_1$ has been widely accepted as a Great Power by the international community. This recognises the steady growth in power of the state, but has not been universally welcomed. $TAG_0_0$ is now considered a mere secondary power, much to their dismay.;;$TAG_0_1$ wird weitgehend von der internationalen Gemeinschaft als Großmacht akzeptiert. Der stete Wachstum an Macht dieses Staates wird nicht überall begrüßt. $TAG_0_0$ gilt nur noch als zweitrangige Macht, sehr zu ihrem Missfallen.;;$TAG_0_1$ ha sido apliamente aceptado como una Gran Potencia por la comunidad internacional. Este reconocimiento del desarrollo del poder estatal no ha sido del todo bienvenido. $TAG_0_0$ es ahora considerada una mera potencia secundaria, muy a su pesar.;;;;;;;;x;
OTHER_NEW_GP_DESC_SHORT2;The rising state of $TAG_0_1$ has displaced $TAG_0_0$ as a Great Power in the eyes of the international community, following shifts in status and international influence. ;;Der aufstrebende Staat $TAG_0_1$ hat $TAG_0_0$ in den Augen der internationalen Gemeinschaft nach Änderungen in Status und internationalem Einfluss als Großmacht abgelöst.;;El incipiente estado de $TAG_0_1$ ha desplazado a $TAG_0_0$ como una Gran Potencia a los ojos de la comunidad internacional, con el consiguiente cambio de estatus e influencia mundial. ;;;;;;;;x;
AI_LOVES_US_TITLE4;Warm Relations;;Wohlwollende Beziehungen;;Relaciones Cálidas;;;;;;;;x;
AI_LOVES_US_DESC4_LONG;Our correspondent has been told by his sources within the Foreign office that in the last few weeks, the leader of $TAG_0_0$ made a grand speech to his people praising our nation and the achievements of our people. It is believed that the speech is an attempt by $TAG_0_0$ to draw closer to our mighty nation and it we must response to these overtures with the courtesy typical of the $TAG_0_1_ADJ$ people. We praise these attempts and hope that they will lead to a continued period of collaboration between our two glorious countries.;;Vertrauliche Quellen des Außenministeriums sagten unserem Korrespondenten in den letzten Wochen, dass der Herrscher von $TAG_0_0$ vor seinem Volk eine große Lobrede auf unsere Nation und die Leistungen unseres Volkes hielt. Man nimmt an, dass $TAG_0_0$ mit dieser Rede näher an unsere große Nation heranrücken möchte und wir sollten den Lobeshymnen mit der typischen Höflichkeit des $TAG_0_1_ADJ$en Volkes begegnen. Wir schätzen diese Absicht sehr und hoffen, dass sie zu einer andauernden Phase der Zusammenarbeit zwischen unseren beiden glorreichen Ländern führen wird.;;Nuestro corresponsal ha sido informado por sus fuentes en el Ministerio de Asuntos Exteriores que, en las últimas semanas, el líder de $TAG_0_0$ dio un gran discurso a su pueblo alabando a nuestra nación y nuestros logros. Se cree que el discurso es un intento de $TAG_0_0$ para acercarse a nuestra poderosa nación y debemos responder a estas declaraciones con la cortesía típica del pueblo $TAG_0_1_ADJ$. Apreciamos estos intentos y esperamos que nos se inaugure un periodo de colaboración entre nuestros gloriosos países.;;;;;;;;x;
AI_LOVES_US_DESC4_MEDIUM;After a reportedly very productive meeting with our ambassador last week, a representative of the $TAG_0_0_ADJ$ people gave a speech on the steps of the Foreign office praising our nation and government, opening the door to a new dialogue of collaboration and partnership.;;Nach einem sehr produktiven Treffen mit unserem Botschafter letzte Woche, hielt ein Repräsentant des $TAG_0_0_ADJ$en Volkes auf den Stufen des Außenministeriums eine Lobrede auf unsere Nation und Regierung. Dies ermöglicht einen neuen Dialog der Zusammenarbeit und Partnerschaft.;;Después de una reunión muy productiva con nuestro embajador la semana pasada, un representante del pueblo $TAG_0_0_ADJ$ dio un discurso en el Ministerio de Asuntos Exteriores alabando a nuestra nación y nuestro gobierno, abriendo la puerta para nuevos diálogos de colaboración.;;;;;;;;x;
AI_LOVES_US_DESC4_SHORT;A new era of Friendship between our nations has begun' These were the words of the $TAG_0_0_ADJ$ Ambassador as he spoke to assembled journalists following talks in the capital.;;Der  $TAG_0_0_ADJ$e Botschafter sagte zu versammelten Journalisten nach Gesprächen in der Hauptstadt: 'Eine neue Ära der Freundschaft hat zwischen unseren Nationen begonnen'.;;"""Una nueva era de Amistad entre nuestras naciones ha empezado"". Estas fueron las palabras del Embajador $TAG_0_0_ADJ$ al hablar en una conferencia de prensa en la capital.";;;;;;;;x;
RESEARCH_NEWS_TITLE_LARGE2;Breakthrough in $TAG_0_0$!;;Durchbruch in $TAG_0_0$!;;¡Avance en $TAG_0_0$!;;;;;;;;x;
RESEARCH_NEWS_LARGE2;$TAG_0_0_ADJ$ scientists have announced yesterday that after months of dedicated and focused research, a new breakthrough in the field of $STRING_0_1$ has been made. It is expected that the entrepreneurs and government of $TAG_0_0$ will soon start putting this newly acquired knowledge to good use, applying it in practical ways throughout the nation.;;$TAG_0_0_ADJ$e Wissenschaftler verkündeten gestern nach Monaten konzentrierter und engagierter Forschung einen bahnbrechenden Erfolg im $STRING_0_1$-Forschungsfeld. Es wird erwartet, dass Unternehmer und Regierung in  $TAG_0_0$ schon bald die neuen Erkenntnisse gewinnbringend in der gesamten Nation einsetzen.;;Científicos $TAG_0_0_ADJ$ han anunciado ayer que después de meses de arduo trabajo y dedicación, han logrado un nuevo avance en el campo de $STRING_0_1$. Se espera que el gobierno de $TAG_0_0$, junto con varios emprendedores, utilice estos nuevos conocimientos para un buen propósito, aplicándolos en formas prácticas a lo largo de la nación.;;;;;;;;x;
RESEARCH_NEWS_TITLE_MEDIUM2;Breakthrough in $TAG_0_0$!;;Durchbruch in $TAG_0_0$!;;¡Avance en $TAG_0_0$!;;;;;;;;x;
RESEARCH_NEWS_MEDIUM2;$TAG_0_0_ADJ$ scientists have announced a breakthrough in the field of $STRING_0_1$. This new knowledge will soon be applied in practical ways, said one of the researchers.;;$TAG_0_0_ADJ$e Wissenschaftler verkündeten einen bahnbrechenden Erfolg im $STRING_0_1$-Forschungsfeld. Die neuen Erkenntnisse werten laut einem der Forscher schon bald gewinnbringend eingesetzt werden.;;Científicos $TAG_0_0_ADJ$ han anunciado un avance en el campo de $STRING_0_1$. Este nuevo conocimiento pronto será aplicado en formas prácticas, dijo uno de los investigadores.;;;;;;;;x;
RESEARCH_NEWS_TITLE_SMALL2;Breakthrough in $TAG_0_0$!;;Durchbruch in $TAG_0_0$!;;¡Avance en $TAG_0_0$!;;;;;;;;x;
RESEARCH_NEWS_SMALL2;$TAG_0_0_ADJ$ scientists have recently announced a breakthrough in the field of $STRING_0_1$.;;$TAG_0_0_ADJ$e Wissenschaftler verkündeten kürzlich einen bahnbrechenden Erfolg im $STRING_0_1$-Forschungsfeld.;;Científicos $TAG_0_0_ADJ$ han anunciado recientemente un avance en el campo de $STRING_0_1$.;;;;;;;;x;
INVENTION_NEWS_TITLE_LARGE2;New patent!;;Neues Patent!;;¡Nueva patente!;;;;;;;;x;
INVENTION_NEWS_LARGE2;Science Report: Improvements and innovations in the field of $STRING_0_1$ have been patented and registered by researchers in $TAG_0_0$. The documentation of these advancements, although currently a secret kept behind closed doors, is expected to progressively spread to other lands and in time contribute to the progress of science in the world. ;;Forschungsbericht: Verbesserungen und Innovationen im Feld von $STRING_0_1$ wurden von Forschern in $TAG_0_0$ patentiert und eingetragen. Es wird damit gerechnet, dass die Dokumentation dieser Fortschritte trotz bisheriger strenger Geheimhaltung in anderen Ländern weite Verbreitung finden wird und dem wissenschaftlichen Fortschritt der gesamten Welt nutzen wird.;;Reporte científico: Mejoras e innovaciones en el campo de $STRING_0_1$ han sido patentadas y registradas por los investigadores en $TAG_0_0$. Se espera que la documentación de estos avances, a pesar de estar oculta bajo siete llaves, sea progresivamente revelada al mundo para contribuir al progreso científico global.;;;;;;;;x;
INVENTION_NEWS_TITLE_MEDIUM2;New patent!;;Neues Patent!;;¡Nueva patente!;;;;;;;;x;
INVENTION_NEWS_MEDIUM2;Improvements and innovations in the field of $STRING_0_1$ have been registered in the National Patent Office of $TAG_0_0$. ;;Verbesserungen und Innovationen im Feld von $STRING_0_1$ wurden im Nationalen Patentamt in $TAG_0_0$ eingetragen.;;Mejoras e innovaciones en el campo de $STRING_0_1$ han sido registradas en la Oficina Nacional de Patentes de $TAG_0_0$. ;;;;;;;;x;
INVENTION_NEWS_TITLE_SMALL2;New patent!;;Neues Patent!;;¡Nueva patente!;;;;;;;;x;
INVENTION_NEWS_SMALL2;New improvements and innovations in the field of $STRING_0_1$ have been patented in $TAG_0_0$. ;;Neue Verbesserungen und Innovationen im Feld von $STRING_0_1$ wurden in $TAG_0_0$ patentiert.;;Mejoras e innovaciones en el campo de $STRING_0_1$ han sido patentadas en $TAG_0_0$. ;;;;;;;;x ;
EDITORIAL_ABSMON;Editorial: why it is right and proper to hate anti-legitimists - providence itself demands it! Why, these ne’er-do-wells would have the peasant rabble govern themselves (see page 10) ;;Redaktionelles: warum es richtig und angemessen ist, Anti-Legitimisten zu hassen – die Weitsicht verlangt es!Tunichtgute würden Bauerngesindel sich selbst regieren lassen (weiter auf S. 10);;Editorial: ¿¡Por qué está bien odiar a los anti-legitimistas!? Por qué esos buenos para nada dejarían a la plebe campesina gobernarse a sí misma (léase la página 10) ;;;;;;;;x;
EDITORIAL_PRUCON;Editorial: why it is right to hate reformists of every stripe - the natural order demands it! Why, these liberal speculators and cosmopolitans would run our nation as a whorehouse (see page 10);;Redaktionelles: warum es richtig ist, Reformisten aller Couleur zu hassen – die Natur gebietet es! Liberale Spekulanten und Kosmopoliten würden unsere Nation wie Bordell führen (mehr auf S. 10);;Editorial: ¿¡Por qué está bien odiar a los reformistas!? Porque esos especuladores liberales y cosmopolitas convertirían a nuestra nación en un burdel (léase página 10);;;;;;;;x;
EDITORIAL_CONMON;Editorial: why it is right to hate republicans - stability demands it! Why, without a figurehead to smile benevolently upon us, intrigue and the guillotine will destroy us all (page 10);;Redaktionelles: warum es richtig ist, Republikaner zu hassen – Stabilität verlangt es! Ohne gütig auf uns herablächelnden Repräsentanten werden Intrigen und Guillotine unser Ende sein (S. 10);;Editorial: ¿¡Por qué está bien odiar a los republicanos!? Por qué sin una figura a la cual sonreír con benevolencia, la intriga y la gillotina nos destruirán a todos (léase página 10);;;;;;;;x;
EDITORIAL_DEMOCRACY;Editorial: why it is right to hate revolutionaries of every stripe - because they cannot be bribed! Why, men of such zeal and ridgid doctrinism show no respect for the rule of law (pg. 10);;Redaktionelles: warum es richtig ist, Revolutionäre aller Couleur zu hassen – sie sund unbestechlich! Männer mit solchem Eifer und starren Doktrinen haben keinerlei Respekt vor Gesetz (S. 10);;Editorial: ¿¡Por qué está bien odiar a los revolucionarios!? Por qué hombres tan fanáticos y dogmáticos no muestran respeto por las leyes (léase página 10);;;;;;;;x;
EDITORIAL_PRESDICT;Editorial: why it is right to hate subversives – the President demands it! Why, these criminals only yesterday crudely vandalised a marble statue of his Excellency in the capital (see page 10);;Redaktionelles: warum es richtig ist, Staatsfeinde zu hassen – Präsident verlangt es! Erst gestern haben diese Kriminellen Statue Seiner Exzellenz in Hauptstadt schändlich vandalisiert (S. 10);;Editorial: ¿¡Por qué está bien odiar a los subversivos!? Por qué esos criminales han destrozado una estatua de Su Excelencia en la capital (léase página 10);;;;;;;;x;
EDITORIAL_BOURDICT;Editorial: why it is right to hate the poor – your own rational self-interest demands it! Why, these parasitic gutter people choose to be poor. Show pity to them at your peril. (see page 10);;Redaktionelles: warum es richtig ist, die Armen zu hassen – der rationale Egoismus verlangt es! Dieser parasitäre Abschaum hat die Armut gewählt. Mitleid auf eigenes Risiko. (mehr auf S. 10);;Editorial: ¿¡Por qué está bien odiar a los pobres!? Por qué esos parásitos de alcantarilla escogieron ser pobres. Hay que mostrarles piedad bajo nuestro propio riesgo (léase página 10);;;;;;;;x;
EDITORIAL_PROLDICT;Editorial: why it is right to hate the parasites – the party demands it! Why, even the lowliest village baker is an exploiter of the masses. Eradicating the rich will free us all (see page 10);;Redaktionelles: warum es richtig ist, Parasiten zu hassen – die Partei verlangt es! Selbst kleinster Dorfbäcker nutzt Massen aus. Die Reichen auszumerzen, wird uns befreien (mehr auf S. 10).;;Editorial: ¿¡Por qué está bien odiar a los capitalistas!? Por qué incluso el más humilde panadero del pueblo es un explotador de las masas. Erradicar a los ricos nos liberará a todos (léase página 10);;;;;;;;x;
EDITORIAL_FASCDICT;Editorial: why it is right to hate the parasites – the party demands it! Why, even the lowliest village baker is an exploiter of the masses. Eradicating the rich will free us all (see page 10);;Redaktionelles: warum es richtig ist, Parasiten zu hassen – die Partei verlangt es! Selbst kleinster Dorfbäcker nutzt Massen aus. Die Reichen auszumerzen, wird uns befreien (mehr auf S. 10).;;Editorial: ¿¡Por qué está bien odiar a los capitalistas!? Por qué incluso el más humilde panadero del pueblo es un explotador de las masas. Erradicar a los ricos nos liberará a todos (léase página 10);;;;;;;;x;
FAKE_UNKNOWN;Promising new writer Ellis Bell has written a fascinating look into matters of love in the moors of Yorkshire in Wuthering Heights. We look forward to seeing more from this young man.;;Der junge Schriftsteller Ellis Bell schrieb faszinierende Einsichten in Liebesdinge im Moor von Yorkshire in Wuthering Heights. Wir freuen uns auf weitere Arbeiten dieses jungen Mannes.;;El prometedor escritor Ellis Bell ha escrito una visión fascinante de los asuntos del amor en los páramos de Yorkshire en Wuthering Heights. Esperamos con ansias ver más de este joven.;;;;;;;;x;
FAKE_UNKNOWN;Literary scandal! Wuthering Heights writer Ellis Bell is in fact a woman named Emily Brontë! The novel's popularity continues unabated as the petticoats of London sigh for Heathcliff.;;Literaturskandal! Wuthering Heights Autor Ellis Bell ist in Wirklichkeit eine Frau namens Emily Brontë! Popularität des Romans ungebrochen, Londons Frauenherzen schmachten nach Heathcliff.;;"¡Escándalo literario! ¡Ellis Bell, el escritor de ""Cumbres borrascosas"" es, de hecho, una mujer llamada Emily Brontë! La popularidad de la novela no ha disminuido en absoluto, igual que las enaguas de Londres que suspiran por Heathcliff.";;;;;;;;x;
FAKE_UNKNOWN;Richard Francis Burton, translator of The Thousand and one Nights and Kama Sutra, has infiltrated the hajj in Mecca. For his exclusive account of his travels, see p10.;;Der Übersetzer von Tausendundeine Nacht und dem Kamasutra, Richard Francis Burton, infiltrierte den Haddsch in Mekka. Exklusiver Reisebericht auf Seite 10.;;Richard Francis Burton, traductor de Las mil y una noches y Kama sutra, se ha infiltrado en la peregrinación en La Meca. Para su crónica exclusiva, ver p10.;;;;;;;;x;
FAKE_UNKNOWN;Actress Virginia Rappe found dead in Fatty Arbuckle's New York hotel suite. It is time to rein in the Hollywood playboys and their degenerate films before they ruin our nation's moral values.;;Schauspielerin Virginia Rappe tot in Fatty Arbuckles Hotelsuite in New York aufgefunden. Zeit, die Playboys und dekadenten Filme Hollywoods zu zügeln, oder die Moral der Nation geht zugrunde.;;La actriz Virginia Rappe fue hallada muerta en la suite del hotel Fatty Arbuckle en Nueva York. Es hora de poner freno a los playboys de Hollywood y sus degeneradas películas antes de que arruinen los valores morales de nuestra nación.;;;;;;;;x;
FAKE_UNKNOWN;George Gershwin's new composition Rhapsody in Blue mixes classical and jazz stylings to create a sophisticated-yet-playful bridge of old and new sounds befitting of our modern era.;;George Gershwins neue Komposition Rhapsody in Blue vermischt klassische Elemente mit Jazz, um eine verspielte Brücke zw. alter und neuer Musik zu schlagen, die zu unserer modernen Zeit passt.;;"La nueva composición de George Gershwin ""Rhapsody in Blue"" combina elementos de música clásica con efectos de influencia jazzística para crear un sofisticado pero lúdico puente entre sonidos antiguos y nuevos acordes de nuestra era moderna.";;;;;;;;x;
FAKE_UNKNOWN;F. Scott and Zelda Fitzgerald depart New York to seek a brighter future in the American expatriate community in Paris. It seems all the most talented Americans end up in Paris eventually.;;F. Scott und Zelda Fitzgerald verlassen New York, um eine bessere Zukunft in der amerik. Gemeinschaft in Paris zu suchen. Scheinbar landen alle talentierten Amerikaner neuerdings in Paris.;;F. Scott y Zelda Fitzgerald salieron de Nueva York a buscar un mejor futuro en la comunidad americana expatriada en París. Al parecer, todos los estadounidenses talentosos, eventualmente, terminan en París.;;;;;;;;x;
FAKE_UNKNOWN;In yet another unintended side effect of the Volstead Act's prohibition of alcohol, Americans are pioneering a variety of new cocktails in an attempt to make bootleg alcohol palatable.;;Ein weiterer Seiteneffekt des Alkoholverbots des Valstead Acts: Amerikaner sind wegweisend in der Erfindung neuer Cocktails, um schwarzgebrannten Alkohol trinkbar zu machen.;;Los estadounidenses son pioneros en una variedad de nuevos cócteles en un intento de hacer el alcohol de contrabando agradable al paladar, otro efecto secundario no deseado de la prohibición de la Ley Volstead.;;;;;;;;x;
FAKE_Cthulhu;Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn;;Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn;;Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn;;;;;;;;x;
some_fake_1836_title_12;Cherry Blossoms;;Kirschblüten;;Flores de Cerezo;;;;;;;;;x
