KEYNAME;TEXT;;TEXT;;TEXTO;;;;;;;;;x
some_fake_ANY_14;Fire Department blamed for demonstrating a lack of discipline and efficiency allowing fire to spread across multiple blocks leading to the biggest and most tragic city fire to date. ;;Feuerwache wegen fehlender Disziplin und Effizienz für das Ausbreiten eines Feuers über mehrere Häuser verantwortlich gemacht, das zum größten Brand aller Zeiten in der Stadt führte.;;Departamento de Bomberos acusado de negligencia y falta de disciplina después del pasado incendio que consiguió propagarse de bloque en bloque, desembocando en el mayor y más trágico incendio urbano ocurrido hasta la fecha.;;;;;;;;;x
some_fake_ANY_title_15;Fishhook robbery!;;Angel-Raub;;¡El ladrón del anzuelo!;;;;;;;;;x
some_fake_ANY_15;Police inform us that a robber managed to steal a substantial amount of money from a  teller's desk at a local bank using a fishhook and a stick while the teller was being distracted by an accomplice.;;Die Polizei berichtet vom Raub eines beachtlichen Geldbetrags in lokaler Bank unter Verwendung eines Angelhakens und Stockes, während Komplize den Kassenbeamten ablenkte.;;Según recientes informes de la policía un ladrón ha conseguido robar una cantidad sustancial de dinero de la mesa de un cajero en un banco local, usando para ello un anzuelo atado a un palo mientras un cómplice distraía al trabajador.;;;;;;;;x;
some_fake_ANY_title_16;Let them jump!;;Lasst sie springen!;;¡Dejadles saltar!;;;;;;;;;x
some_fake_ANY_16;If children have to be still it's a torture for them, scientists claim. Rapid movement of body being the correct expression of joy at very young age should be encouraged not frowned upon. ;;Forscher bezeichnen das Stillsitzen müssen von Kindern Folter. Ausdauernde Bewegung ist wichtig zum Ausdruck von Freude für kleine Kinder und sollte nicht unterdrückt werden.;;“Bastante tortura es ya para los niños el mero hecho de SER niños” - afirman los científicos. Según dicen, una alta actividad física es una forma de expresar alegría a esa edad y debería ser un comportamiento que fuese fomentado, no censurado.;;;;;;;;;x
some_fake_ANY_title_17;Wooden pavements;;Hölzerne Bürgersteige;;Pavimentos de madera;;;;;;;;;x
some_fake_ANY_17;A new describes chemical processes of hardening wood to increase its endurance beyond that of traditional building materials. Should city boards begin paving streets with wooden panels?;;Neue Untersuchung enthüllt chemische Prozesse zur Härtung von Holz im Bauwesen. Sollte die Stadt Straßen mit Holz pflastern?;;Un reciente informativo informa de unos nuevos procesos químicos descubiertos útiles para endurecer y fortalecer la madera, incrementando su potencial como material de construcción. ¿Debería la comisión urbana comenzar a pavimentar las calles con paneles de madera?;;;;;;;;;x
some_fake_ANY_title_18;Life without food?;;Leben ohne Nahrung?;;¿Vida sin comida?;;;;;;;;;x
some_fake_ANY_18;A man claiming he can abstain from food for at least 30 days and retain full physical and mental fitness challenges physicians to subject his abilities to a test. ;;Ein Mann behauptet, 30 Tage ohne Nahrung bei voller körperlicher und geistiger Stärke überleben zu können, und fordert Forscher heraus, ihn zu testen.;;Un hombre afirma ser capaz de aguantar 30 días sin alimento alguno sin perder ni un ápice de su integridad física o mental. Este hecho ha atraído la curiosidad de los expertos, que se han visto obligados a realizar una prueba a tales supuestas capacidades.;;;;;;;;;x
some_fake_ANY_title_19;Deadly fever;;Fatales Fieber;;Fiebre mortal;;;;;;;;;x
some_fake_ANY_19;Two sailors from a brig returning from tropical areas are reported to have died of an unknown fever. They experienced severe chills followed by extreme thirst and delusions until both eventually perished.;;Zwei aus den Tropen heimkehrende Seefahrer sind an einem unbekannten Fieber gestorben. Die Symptome reichen von Schüttelfrost über extremen Durst bis hin zu Wahnvorstellungen.;;Dos marinos, tras volver de un área tropical, han muerto a causa de una fiebre desconocida. Al parecer experimentaron fuertes escalofríos acompañados de una sed muy intensa e incluso delirios graves, hasta que finalmente perecieron entre gemidos sufrimiento y agonía.;;;;;;;;;x
some_fake_ANY_title_20;Artificial diamonds;;Künstliche Diamanten;;Diamantes artificiales;;;;;;;;;x
some_fake_ANY_20;A European chemist claims by the process known only to himself he managed to coat an ordinary crystal with a surface resembling in every respect that of a real diamond. ;;Europäischer Chemiker behauptet, mit einem nur ihm bekannten Prozess einen normalen Kristall mit Material ummantelt zu haben, der ihn in allen Aspekten zum Diamanten macht.;;Un químico europeo anuncia que, mediante un proceso que solo él conoce, ha conseguido recubrir un cristal normal con una superficie idéntica a la de un diamante real en todos los aspectos.;;;;;;;;;x
some_fake_ANY_title_22;Letter from God;;Brief von Gott;;Carta de Dios;;;;;;;;;x
some_fake_ANY_22;"One of the poor members of our society receiving a charity letter marked as ""from God"" responded by giving thanks for the money received, but warns the deity against tax levy and post office theft.";;Ein armes Mitglied unserer Gesellschaft dankt dem Sender eines Almosenbriefes “von Gott” für erhaltenes Geld, warnt Sender jedoch vor Steuerforderungen und Briefraub.;;Un miembro de los estratos más bajos de nuestra sociedad ha recibido una carta de la caridad marcada como “De Dios”. El pobre hombre ha enviado una carta de respuesta dando las gracias a la “deidad”, tratando además de advertirla del robo que representa enviar una carta entre los impuestos y la corrupción de las oficinas de correos: al parecer le preocupa que el dinero de Dios caiga en malas manos.;;;;;;;;;x
some_fake_ANY_title_23;Medical news;;Medizin-Neuheiten;;Novedades médicas;;;;;;;;;x
some_fake_ANY_23;Top European doctors have speculated that smoke from factory stacks could be responsible for the increased level of respiratory problems seen amongst children.;;Führende europäische Ärzte verdächtigen Rauch aus Fabrikschloten als Ursache für Zunahme von Atemstörungen unter Kindern.;;Los médicos europeos más prominentes están especulando sobre la posibilidad de que el aumento de problemas respiratorios entre los niños se deba al humo de las fábricas.;;;;;;;;;x
some_fake_ANY_title_24;Vampyre hysteria;;Vampir-Hysterie;;Histeria vampírica;;;;;;;;;x
some_fake_ANY_24;Another outbreak of vampyre hysteria has occurred in Romanian lands. Superstitious peasants have taken to daubing their necks with garlic in a bid to ward off the nefarious ghouls.;;Ein neuer Fall von Vampir-Hysterie in Rumänien. Abergläubische Passanten schmieren Nacken mit Knoblauch ein, zum Schutz vor bösartigen Ghulen.;;Acaba de estallar otro brote de histeria colectiva en Rumanía respecto a las leyendas de vampiros, llegando incluso al extremo de que los campesinos llevan siempre puestos collares de ajo en un intento de ahuyentar a los demonios.;;;;;;;;;x
some_fake_ANY_title_25;Wolves kill four;;Wölfe töten vier;;Lobos asesinos;;;;;;;;;x
some_fake_ANY_25;A pack of wolves raided a town in Siberia last week and killed four of the inhabitants. Armed policemen have been dispatched to the area to hunt down the lupine beasts.;;Ein Wolfsrudel überfiel letzte Woche ein Dorf in Sibirien und tötete vier Einwohner. Bewaffnete Polizeikräfte jagen die Bestien.;;Una manada de lobos ha asaltado un pueblo situado en Siberia matando a 4 de los habitantes. Se han desplegado patrullas armadas para acabar con la banda de asesinos lupinos.;;;;;;;;;x
some_fake_ANY_title_26;Horrific puppets;;Schreckliche Puppen;;Marionetas que quitan el sueño;;;;;;;;;x
some_fake_ANY_26;Ghastly puppets have become a generally accepted part of daily life. The latest terrifying abomination to make its presence felt is a smiling wooden boy with a fixed grin, styled “Bimbo”.;;Schreckliche Puppen finden mehr Akzeptanz. Neueste Abartigkeit ist ein debil grinsender Holzjunge im Bimbo-Stil.;;Los títeres de aspecto siniestro se han convertido en un aspecto más de la vida cotidiana. La última abominación de esta clase es un muñeco sonriente llamado “Bimbo”.;;;;;;;;;x
some_fake_ANY_title_27;Drinking contest;;Trinkwettbewerb;;Beber y beber;;;;;;;;;x
some_fake_ANY_27;Irish-man Bill Whelan bested rivals from Russia and Scotland in an alcohol-consuming contest in New York last week. He attributed his victory to ‘sheer love of booze’ from his hospital bed.;;Der Ire Bill Whelan schlägt in New York Rivalen aus Russland und Schottland in einem Alkohol-Trinkwettbewerb. Den Sieg schrieb er vom Krankenbett aus der “Liebe zum Fusel” zu.;;El irlandés Bill Whelan retó en Nueva York la semana pasada a rivales suyos de Rusia y Escocia a una competición de consumición de bebidas alcohólicas. Al final resultó ganador, gracias a, como él afirmó desde la cama de su hospital, su “puro amor por la bebida”.;;;;;;;;;x
some_fake_ANY_title_28;Oldest man;;Ältester Mann;;El hombre más viejo;;;;;;;;;x
some_fake_ANY_28;Respected gentleman Jimmy Williams has been named oldest man alive. Williams, from American’s deep south, politely entreated reporters from this news-paper to remove themselves from his lawn.;;Der respektierte Gentleman Jimmy Williams wurde zum ältesten lebenden Mann ernannt. Williams, aus dem tiefsten Süden Amerikas, bat unsere Reporter höflich, sein Land zu verlassen.;;El respetado caballero Jimmy Williams ha sido nombrado el hombre vivo más viejo. Williams, proveniente del sur de EEUU, pidió “amablemente” a los reporteros de nuestro periódico que trataron de entrevistarle que se apartasen de su césped.;;;;;;;;;x
some_fake_ANY_title_29;BANK ROBBERY!;;BANKRAUB!;;¡ATRACO!;;;;;;;;;x
some_fake_ANY_29;Local bank in $ANYPROVINCE$ has been invaded by a masked gang of ne'er-do-wells. The police are searching for the criminals and is granting a reward for any information leading to their capture.;;Lokale Bank in $ANYPROVINCE$ von maskierter Gang überfallen. Die Fahndung nach den Kriminellen läuft, eine Belohnung für Informationen, die zur Ergreifung führen, wurde ausgesprochen.;;Un banco de $ANYPROVINCE$ ha sido asaltado por una banda de payasos enmascarados. La policía está buscando activamente a los criminales y aporta una buena recompensa a aquel que proporcione información que ayude en su captura.;;;;;;;;;x
some_fake_ANY_title_30;Piano Cat on tour;;Klavierkatze auf Tour;;El Gato Pianista de gira;;;;;;;;;x
some_fake_ANY_30;The famous feline pianist known simply as the Piano Cat is scheduled to arrive in $OURCAPITAL$ this week. The cat artist is expected to play a series of classical pieces.;;Die als Klavierkatze berühmte Katzenpianistin wird diese Woche in $OURCAPITAL$ ankommen. Sie soll eine Reihe klassischer Stücke spielen.;;El famoso felino pianista, conocido como Gato Pianista, tiene planeado llegar a $OURCAPITAL$ esta semana. El gato pianista dará un concierto en el que tocará algunas piezas clásicas.;;;;;;;;;x
some_fake_ANY_title_31;Special Lectures;;Spezial-Vorlesungen;;Conferencia especial;;;;;;;;;x
some_fake_ANY_31;The Council of Science of $OURCAPITAL$ is to present a series of special lectures on the origins of civilisation in the Fertile Crescent. Special presentations of pottery shards from Tyre are planned.;;Der Wissenschaftsrat von $OURCAPITAL$ wird eine Reihe von Spezial-Vorlesungen zu den Ursprüngen der Zivilisation im Fruchtbaren Halbmond halten. Eine Präsentiation von Tonscherben aus Tyros ist eingeplant.;;El Consejo Científico de $OURCAPITAL$ va a presentar una serie de conferencias sobre los orígenes de la civilización en el Creciente Fértil (zona geográfica). Se ha rumoreado que habrá una exposición de muestras cerámicas extraídas en Tiro.;;;;;;;;;x
some_fake_ANY_title_32;HEED! HEED!;;ACHTUNG! ACHTUNG!;;¡ATENCIÓN! ¡ATENCIÓN!;;;;;;;;;x
some_fake_ANY_32;A storm of gigantic proportions is incoming. Instructions from Public Safety officials are: Do not sweep any chimneys during the storm. Accidents may occur if this warning is not heeded.;;Ein Sturm von gigantischem Ausmaß wird erwartet. Offizielle der öffentlichen Sicherheit raten: Reinigt keine Kamine während des Sturms, andernfalls drohen Unfälle.;;"Una tormenta de gigantescas proporciones está al caer. Responsables de Seguridad Pública anuncian las siguientes directrices de precaución: “No limpiar chimeneas durante la tormenta; no seguir esta indicación podría desembocar en accidentes mortales”.";;;;;;;;;x
some_fake_ANY_title_34;Trade Summit;;Handels-Gipfeltreffen;;Cumbre del Comercio;;;;;;;;;x
some_fake_ANY_34;Current European and International Tariffs as well as protectionist practices will be discussed next Thursday in $OURCAPITAL$.;;Aktuelle europäische und internationale Zölle und Schutzmaßnahmen werden nächsten Donnerstag in $OURCAPITAL$ diskutiert.;;Las actuales tarifas comerciales europeas e internacionales, así como las prácticas proteccionistas, serán discutidas el próximo Jueves en $OURCAPITAL$.;;;;;;;;;x
some_fake_ANY_title_35;Postal Convention;;Tagung der Post;;Convención Postal;;;;;;;;;x
some_fake_ANY_35;Today $OURCOUNTRY_ADJ$ and foreign authorities are assembled to discuss postage fees for all letters sent overseas.;;$OURCOUNTRY_ADJ$ und ausländische Offizielle diskutieren heute Postgebühren für Überseebriefe.;;Hoy se reunirán las autoridades nacionales con los embajadores extranjeros para discutir sobre las tarifas postales aplicadas a las cartas enviadas a ultramar.;;;;;;;;;x
some_fake_ANY_title_36;Modern Coal Trade;;Moderner Kohlehandel;;Comercio del carbón;;;;;;;;;x
some_fake_ANY_36;The free trade of coal for railway locomotives and eventually seafaring ships in the western world is being discussed today at the local Chamber of Commerce.;;Die Handelskammer diskutiert heute über den freien Kohlehandel für Lokomotiven und Schifffahrt in der westlichen Welt.;;Hoy se está discutiendo la posibilidad del libre comercio de carbón destinado a ferrocarriles y transportes marítimos en la Cámara de Comercio local.;;;;;;;;;x
some_fake_ANY_title_37;Unlikely to become Cardinal;;Wird wohl nicht Kardinal;;Improbable pasar a Cardenal;;;;;;;;;x
some_fake_ANY_37;Unofficial comments from Pope's inner circle in Vatican denounce the rumors of the coming elevation of Archbishop as premature.;;Inoffizielle Kommentare aus dem inneren Zirkel des Papstes im Vatikan nennen Gerüchte zu geplanter Beförderung des Erzbischofs vorschnell.;;Comentarios no oficiales del circulo íntimo del Papa denuncian los rumores que tildan el ascenso del nuevo arzobispo como prematuro.;;;;;;;;;x
some_fake_ANY_title_38;General's funeral.;;General-Beerdigung;;Entierro de un general;;;;;;;;;x
some_fake_ANY_38;A former general and banker who died at his house last week to be buried today. Only his intimate friends will be present at the ceremony.;;Ein Ii seinem Haus verstorbener, früherer General und Banker wird heute im engsten Freundeskreis beerdigt. ;;Ex-general y banquero que murió la semana pasada en su casa será enterrado hoy. Solo sus amigos más íntimos estarán presentes en la ceremonia;;;;;;;;;x
some_fake_ANY_title_39;Mountain top birth;;Geburt auf Berggipfel;;Nacimiento de montaña;;;;;;;;;x
some_fake_ANY_39;A woman who fell ill during ascension to the mountain top was taken by her two companions to a shelter 4000 feet above sea level to give birth to a healthy boy.;;Während Bergaufstiegs erkrankte Frau wird von zwei Begleitern zu Schutzhütte auf 4000 Metern gebracht und bringt gesunden Jungen zur Welt.;;Una mujer que cayó aparentemente enferma durante la escalada de una montaña fue llevada a un refugio situado a 4,000 pies por encima del nivel del mar, donde dio a luz a un niño sano.;;;;;;;;;x
some_fake_ANY_title_40;Moral expansion?;;Moralische Ausdehnung?;;Cuestión moral;;;;;;;;;x
some_fake_ANY_40;Can we allow history to record that we crushed foreign peoples' dreams of freedom by subjugating them to our government? Can we govern them without their consent?;;Ist es rechtens, den Traum nach Freiheit ausländischer Völker von unserer Regierung zu unterdrücken und sie ohne ihre Zustimmung zu regieren?;;¿Debemos hacer que los historiadores registren también nuestros actos de agresión contra los sueños de libertad de naciones extranjeras, subyugándolos a nuestro gobierno? ¿Podemos gobernarlos sin su consentimiento?;;;;;;;;;x
some_fake_ANY_title_41;Blackmailer arrested.;;Erpresser verhaftet.;;Chantajista arrestado;;;;;;;;;x
some_fake_ANY_41;A former actor and an alleged deserter from the army was today jailed for annoying a famous actress with requests for money.;;Ehemaliger Schauspieler und mutmaßl. Deserteur der Armee heute verhaftet wegen Geldforderungen an bekannter Schauspielerin.;;Un actor retirado, acusado de desertar del ejército, ha sido encerrado hoy en prisión por molestar a una famosa actriz con demandas monetarias.;;;;;;;;;x
some_fake_ANY_title_42;Skirting evil;;Böse Rocklänge;;Las faldas del mal;;;;;;;;;x
some_fake_ANY_42;Fashion cannot dictate the dust of the sidewalks to be dragged into homes, a physician claims, and demands women abandon the new trend of wearing trailing skirts for health reasons.;;Mode sollte den Staub der Straßen nicht ins Heim tragen. Mediziner fordert von Frauen aus Gesundheitsgründen, den neuen Trend der Schleppenröcke nicht mitzumachen.;;“La moda no ha de hacer que todo el polvo de las aceras acabe en casa” - claman los médicos. Los expertos solicitan a las señoritas que abandonen la nueva moda de faldas largas por el bien de la sanidad pública.;;;;;;;;;x
some_fake_ANY_title_43;Faith cure kills child;;Heilung durch Gebet  tötet Kind;;La Fe mata a una niña;;;;;;;;;x
some_fake_ANY_43;A 12 yearsold girl sick with dysentery died at a local hospital after parents replaced the family physician with a faith doctor.;;12 Jahre altes Mädchen stirbt in Krankenhaus, nachdem Eltern den Familienarzt durch Prediger ersetzen.;;Niña de 12 años muere por disentería a causa de que sus padres sustituyeron al médico por un curandero de fe.;;;;;;;;;x
some_fake_ANY_title_44;Respect of Yardies gained!;;Respekt der Yardies verdient!;;¡El respeto se gana!;;;;;;;;;x
some_fake_ANY_44;A local man from $ANYPROVINCE$ reports having beat down many men armed with rifles in a local pub. The man claimd the assailants put themselves at a disadvantage by using weapons.;;Einwohner von $ANYPROVINCE$ schlägt mit Gewehren bewaffnete Männer in Bar. Er behauptet, die Waffen waren ihr Nachteil.;;Un hombre de $ANYPROVINCE$ afirma haber acabado con una banda entera de malhechores con rifles que entraron al pub local. El hombre afirma que se pusieron ellos mismos en desventaja al tratar de usar armas.;;;;;;;;;x
some_fake_ANY_title_45;Article review;;Artikel-Review;;Revisión de artículos;;;;;;;;;x
some_fake_ANY_45;All newspaper articles to be subjected to a review by a special board to confirm their accuracy and truthfulness. In unrelated news: The journalist writing about wooden pavements has vanished.;;Alle Nachrichten werden von einem speziellen Team auf Genauigkeit und Wahrheit geprüft. Davon unabhängig: Journalist, der von hölzernem Straßenbelag berichtete, wird vermisst.;;A partir de ahora todos los artículos tendrán que someterse a una revisión completa dirigida por un comité especial para poder probar su veracidad. Como curiosidad sin relación alguna: el redactor del artículo sobre los pavimentos de madera ha desaparecido.;;;;;;;;;x
some_fake_ANY_title_46;Law discussed;;Gesetz-Diskussion;;Debate legal;;;;;;;;;x
some_fake_ANY_46;Lawyers from all over the country convened today in $OURCAPITAL$ to discuss eventual updates to the country's judiciary system in matters of civil and criminal law.;;Anwälte aus gesamtem Land trafen sich heute in $OURCAPITAL$, um mögliche Gesetzesaktualisierungen im zivilen und Straf-Recht zu diskutieren.;;Letrados de toda la nación se reúnen hoy en $OURCAPITAL$ para debatir sobre las actualizaciones necesarias para el sistema jurídico civil y criminal de la nación.;;;;;;;;;x
some_fake_ANY_title_48;The history of $OURCOUNTRY$;;Die Geschichte von $OURCOUNTRY$;;La Historia de $OURCOUNTRY$;;;;;;;;;x
some_fake_ANY_48;A definitive multivolume work on the history of the $OURCOUNTRY_ADJ$ civilization has finally been completed. Leading historians proclaim it the greatest reference yet, true to our heroic deeds.;;Ein mehrere Bänder umfassendes Werk zur Geschichte der $OURCOUNTRY_ADJ$ Zivilisation wurde fertiggestellt. Führende Historiker nennen es die beste Referenz all unserer heroischen Taten.;;Acaba de ser publicado una compilación de volúmenes que relatan todo lo relacionado con la historia de la civilización $OURCOUNTRY_ADJ$. Los historiadores afirman que es la obra más exacta publicada hasta la fecha, pues se mantiene completamente fiel a todas nuestras heroicas hazañas.;;;;;;;;;x
some_fake_ANY_title_49;Bach Concert;;Bach-Konzert;;Concierto de Bach;;;;;;;;;x
some_fake_ANY_49;A dash of nostalgia for all enthusiasts of music. A collection of Bach's most famous pieces will be played by the $OURCOUNTRY_ADJ$ National Orchestra next week in the Grand Concert Hall of $OURCAPITAL$. ;;Nostalgie für alle Musikliebhaber. Eine Sammlung von Bachs bekanntesten Werken wird nächste Woche vom $OURCOUNTRY_ADJ$ National-Orchester in der Konzerthalle von $OURCAPITAL$ aufgeführt.;;Un rayo de nostalgia para todos los amantes de la música. La próxima semana la Orquesta Nacional $OURCOUNTRY_ADJ$ interpretará las piezas más famosas del compositor en la Gran Sala de Conciertos de $OURCAPITAL$. ;;;;;;;;;x
some_fake_ANY_title_50;Stone delivered;;Stein geliefert;;Entrega de piedras;;;;;;;;;x
some_fake_ANY_50;Inhabitants of $ANYPROVINCE$ puzzled by the delivery of gigantic pieces of marble from abroad. Rumour has it that a new grandiose monument will be built in the capital's main square.;;Einwohner von $ANYPROVINCE$ beeindruckt von einer Lieferung gigantischer Marmorblöcke von Übersee. Gerüchten zufolge wird ein neues, grandioses Monument auf dem Marktplatz der Hauptstadt errichtet.;;Habitantes de $ANYPROVINCE$ sorprendidos por la llegada de una entrega de enormes piezas de mármol desde el extranjero. Se rumorea que se va a construir un grandioso monumento en la plaza principal de la capital.;;;;;;;;;x
some_fake_ANY_title_51;Mechanical contraptions;;Mechanische Geräte;;Artilugios mecánicos;;;;;;;;;x
some_fake_ANY_51;Gadgets of various sorts will play an increasingly large part in everyday life, according to a top boffin who heads the engineering department at $OURCAPITAL$ university.;;Wichtiger Wissenschaftler der Ingenieurs-Abteilung der Universität von $OURCAPITAL$ sieht verschiedene Neuheiten von großer Bedeutung für den Alltag.;;Según afirma un reputado científico de la Universidad de $OURCAPITAL$, los artilugios e inventos ideados para facilitar las tareas cotidianas pronto se van a convertir en un aspecto común de nuestra vida diaria.;;;;;;;;;x
some_fake_ANY_title_52;Blacksmith dead;;Schmied tot;;Herrero muerto;;;;;;;;;x
some_fake_ANY_52;A blacksmith was kicked to death by a horse he was attempting to shoe in $ANYPROVINCE$ yesterday.;;Schmied bei Hufanpassungen von Pferd in $ANYPROVINCE$ gestern zu Tode getreten.;;Ayer en $ANYPROVINCE$ un herrero fue coceado hasta la muerte por un caballo al que estaba intentando cambiar las herraduras.;;;;;;;;;x
some_fake_ANY_title_53;Solar eclipse;;Sonnenfinsternis;;Eclipse solar;;;;;;;;;x
some_fake_ANY_53;Readers are politely reminded that a solar eclipse is due to occur this coming Friday. The temporary phenomenon is no cause for panic or work stoppages.;;Kommenden Freitag wird eine Sonnenfinsternis erwartet. Das Phänomen ist kein Grund zu Panik oder Arbeitsausfällen.;;Pequeño recordatorio a los lectores sobre el eclipse que tomará lugar el próximo viernes. Este fenómeno no es razón para el pánico ni para el cese del trabajo.;;;;;;;;;x
some_fake_ANY_title_54;Monocle sales plateau;;Monokel-Käufe auf Hochstand;;Estancamiento de las ventas de monóculos;;;;;;;;;x
some_fake_ANY_54;Monocle sales, which have been rising for decades, appear to have levelled out. Orders have held steady through the last quarter.;;In den letzten Jahrzehnten stetig wachsende Monokel-Käufe scheinbar stabilisiert. Aufträge im letzten Quartal konstant.;;Las ventas de monóculos, en constante ascenso durante décadas, se han estabilizado por primera vez. Todas las cifras se han mantenido estables durante el último trimestre.;;;;;;;;;x
some_fake_ANY_title_55;Time travel;;Zeitreise;;Viajes en el tiempo;;;;;;;;;x
some_fake_ANY_55;A prominent author of penny dreadfuls has put forth the idea that man could move backwards and forwards through time, appearing at various dates in the past and present.;;Berühmter Groschenroman-Autor entwickelt Idee, das Menschen in der Zeit vor und zurück reisen und zu verschiedenen Zeiten in Vergangenheit und Zukunft erscheinen können.;;Un prominente autor de noveluchas ha postulado la idea de la posibilidad de viajar en el tiempo y que por tanto el hombre ya lo ha hecho, apareciendo hombres del futuro en fechas pasadas y presentes.;;;;;;;;;x
some_fake_ANY_title_56;Literacy;;Bildung;;Alfabetización;;;;;;;;;x
some_fake_ANY_56;At is at an all-time high across the globe, new figures show. Literacy, previously the preserve of the clergy and noble classes, is now seen even amongst the common labourer and fairer sex.;;Neue Höchstwerte weltweit erreicht. Bildung nicht länger Privileg des Klerus und Adels, auch  ungelernte Arbeiter und das schöne Geschlecht nehmen teil.;;La alfabetización, previamente cosa exclusiva de clérigos y clases nobles, ahora es algo que ignora la condición sexual y social.;;;;;;;;;x
some_fake_ANY_title_57;Public ‘science’ lecture;;Öffentliche 'Forschungs'-Lesung;;Conferencia pública de ciencia;;;;;;;;;x
some_fake_ANY_57;Aspiring natural philosophers are advised that a lecture on geology, or the study of rock formations, will take place in the $OURCAPITAL$ auditorium on Tuesday next. Admission is £1.;;Freunde der Naturphilosophie wird interessieren, dass nächsten Dienstag ein Vortrag zu Felsformationen und Geologie im Auditorium von $OURCAPITAL$ zum Eintrittspreis von  ¤1 stattfindet.;;Filósofos naturalistas noveles anuncian que una conferencia de geología tendrá lugar en el auditorio de $OURCAPITAL$ el próximo Martes. La entrada cuesta 1£.;;;;;;;;;x
some_fake_ANY_title_58;Meeting interrupted;;Gestörtes Treffen;;Reunión interrumpida;;;;;;;;;x
some_fake_ANY_58;A political club was invaded by campaigners for equality of the sexes yesterday. The womens' husbands have been reprimanded by the constabulary for neglecting to control their wives.;;Ein politischer Club wurde gestern von Aktivisten zur Gleichstellung der Geschlechter überrannt. Die Ehemänner wurden für die mangelnde Kontrolle ihrer Frauen von der Gendarmerie gemaßregelt.;;Ayer un club de caballeros fue invadido por partidarios de la igualdad de sexos. Los maridos de las asaltantes fueron castigados por no ser capaces de controlar a sus mujeres.;;;;;;;;;x
some_fake_ANY_title_59;The English Man;;Der Engländer;;El Caballero Inglés;;;;;;;;;x
some_fake_ANY_59;The Englishman maintains a stiff upper lip, has a strong sense of fair play and is an advocate of liberty. Inventive, graceful and witty, he cuts a striking figure amongst the nationalities.;;Der Engländer ist unnachgiebig, hat einen ausgeprägten Gerechtigkeitssinn und verteidigt die Freiheit. Erfinderisch, elegant und geistreich ragt er unter den Nationalitäten heraus.;;El caballero inglés siempre mantiene una buena cara, tiene un fuerte sentido del juego limpio y es un gran defensor de la libertad. Ingenio, talante y ocurrencia, el caballero inglés marca una figura distintiva entre el resto de nacionalidades.;;;;;;;;;x
some_fake_ANY_title_60;Wave of Influenza;;Grippewelle;;Ola de Gripe;;;;;;;;;x
some_fake_ANY_60;Flu sweeps $OURCOUNTRY$. There are already many reported infections throughout the land. Laymen fear a pandemic might be coming, while experts assure it's just a seasonal occurrence.;;Die Grippe beutelt $OURCOUNTRY$. Infektionen breiten sich aus. Laien fürchten eine Pandemie, Experten werten die Situation als saisonale Begebenheit.;;La gripe azota $OURCOUNTRY$. Se informan de infecciones por toda la región. La gente teme que derive en una pandemia, los expertos aseguran que solo es una ocurrencia estacional.;;;;;;;;;x
some_fake_ANY_title_61;Hoarde uncovered;;Goldschatz entdeckt;;Tesoro descubierto;;;;;;;;;x
some_fake_ANY_61;The remnants of an old coin hoard were found in $ANYPROVINCE$ this week. Authorities mention many pieces of golden coinage discovered by a farmer plowing a field after heavy rain.;;Die Reste eines alten Goldschatzes wurden diese Woche in $ANYPROVINCE$ entdeckt. Offizielle melden Unmenge an Goldmünzen, die von Bauern in der Feldarbeit im Regen ausgegraben wurden.;;Antiguo tesoro de monedas de oro encontradas en $ANYPROVINCE$ esta semana por un granjero mientras araba el campo tras las lluvias.;;;;;;;;;x
some_fake_ANY_title_62;Metric Nonsense;;Metrischer Unsinn;;Sinsentido métrico;;;;;;;;;x
some_fake_ANY_62;According to a British statesman, the Imperial System is the way of the future: 'This French Metric nonsense is bound to never catch on' he claims.;;Laut einem britischen Staatsmann ist das englische Maßsystem die Zukunft: 'Dieser französische Metrik-Unsinn wird niemals Fuß fassen.';;De acuerdo a un experto británico, el Sistema Imperial representa el futuro. “Esas medidas francesas no son más que un intento sin futuro alguno” - afirma el experto.;;;;;;;;;x
GOODS_PRICE_UP_TITLE_LARGE;PRICES RISE!;;PREISE STEIGEN!;;¡LOS PRECIOS SUBEN!;;;;;;;;;x
GOODS_PRICE_UP_LARGE;In the last $VALUE_INT_0_0$ months the price of $STRING_0_1$ has steadily risen. Capitalists and Artisans worldwide scramble to produce more $STRING_0_1$ to meet the ever-increasing demands of the market.;;In den letzten $VALUE_INT_0_0$ Monaten ist der Preis von $STRING_0_1$ konstant gestiegen. Kapitalisten und Handwerker rotieren weltweit, um mehr $STRING_0_1$ zu produzieren, um die Nachfrage zu befriedigen.;;En los últimos $VALUE_INT_0_0$ meses ha subido notablemente el precio de: $STRING_0_1$. Los capitalistas y artesanos de todo el mundo compiten por producir la mayor cantidad posible del producto para satisfacer el incesable incremento de la demanda.;;;;;;;;;x
GOODS_PRICE_UP_TITLE_MEDIUM;PRICES RISE!;;PREISE STEIGEN!;;¡LOS PRECIOS SUBEN!;;;;;;;;;x
